Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Elliptical","2018-08-23 17:58","2018-08-23 18:25","0:26:43",,"137.1110404296172","167.9158805031447",,,"272.21299999999997","345.13899999999995",,,,
"Indoor Cycling","2018-08-21 19:34","2018-08-21 19:59","0:25:08",,"133.34778101465164","153.38931881458757",,,"228.51300000000003","298.99100000000004",,,,
"Elliptical","2018-08-19 19:29","2018-08-19 19:54","0:24:38",,"150.02382203375086","170.85526320513563",,,"265.28799999999984","337.4399999999998",,,,
"Elliptical","2018-08-18 19:54","2018-08-18 20:23","0:29:33",,"152.19231785474003","170.9368265237523",,,"311.44100000000003","391.16100000000006",,,,
"Elliptical","2018-08-16 19:51","2018-08-16 20:17","0:26:36",,"155.73825847022445","174.2361108991835",,,"294.736","369.283",,,,
"Elliptical","2018-08-15 17:07","2018-08-15 17:33","0:26:26",,"126.30343708522213","163.22881398252417",,,"286.13599999999997","360.02799999999996",,,,
"Elliptical","2018-08-09 17:52","2018-08-09 18:22","0:29:14",,"74.83142999573896","78.28028819497361",,,"108.09399999999991","186.43799999999987",,,"17.77777777777783","48"
"Elliptical","2018-08-08 17:00","2018-08-08 17:26","0:26:24",,"131.67465995585255","163.75669358797927",,,"270.5679999999999","344.1139999999999",,,"18.888888888888914","61"
"Elliptical","2018-08-07 17:27","2018-08-07 17:47","0:20:10",,"154.80738159029306","170.6666665213449",,,"228.44600000000008","291.8030000000001",,,"18.33333333333337","66"
"Indoor Cycling","2018-08-06 16:54","2018-08-06 17:15","0:20:08",,"134.77052638118602","148.29810711111563",,,"176.92099999999994","240.93699999999993",,,,
"Indoor Cycling","2018-08-05 21:57","2018-08-05 22:24","0:27:25",,"80.61053167018137","87.39903831481935",,,"118.98899999999998","189.76599999999996",,,,
"Elliptical","2018-08-05 15:54","2018-08-05 16:06","0:12:12",,"73.59666610590445","73.59666610590445",,,"114.73500000000006","159.47400000000005",,,"27.77777777777783","43"
"Indoor Cycling","2018-08-04 14:37","2018-08-04 14:57","0:20:02",,"140.12532353644835","152.07877211942406",,,"201.49200000000002","264.093",,,,
"Elliptical","2018-08-03 19:35","2018-08-03 19:59","0:24:01",,"147.01673489528093","171.82848410730517",,,"257.57599999999996","326.50899999999996",,,"21.111111111111143","76"
"Elliptical","2018-08-02 22:20","2018-08-02 22:26","0:06:28",,"84.08782016542577","84.08782016542577",,,"27.70199999999999","60.716",,,"20.5555555555556","78"
"Elliptical","2018-08-02 21:29","2018-08-02 21:55","0:25:44",,"79.09738265585553","81.25195330381393",,,"125.94799999999998","174.05999999999997",,,"21.111111111111143","74"
"Elliptical","2018-08-01 17:19","2018-08-01 17:39","0:20:03",,"161.82039476064816","180",,,"218.59199999999987","281.11699999999985",,,"21.666666666666686","56"
"Indoor Cycling","2018-07-31 17:33","2018-07-31 17:54","0:20:01",,"138.17417919992755","152.95431863503094",,,"175.71200000000002","238.69",,,,
"Indoor Cycling","2018-07-29 18:27","2018-07-29 18:47","0:20:03",,"146.84787841473468","164.7397264193182",,,"211.003","273.80199999999996",,,,
"Indoor Cycling","2018-07-28 18:54","2018-07-28 19:14","0:19:58",,"140.3510930161995","160.18550955414017",,,"187.871","250.051",,,,
"Indoor Cycling","2018-07-26 17:32","2018-07-26 17:52","0:20:14",,"132.86494025716115","149.7616001220702",,,"177.43800000000005","239.22400000000005",,,,
"Indoor Cycling","2018-07-25 17:18","2018-07-25 17:38","0:20:35",,"132.2824850396921","139.9875206910131",,,"193.475","257.994",,,,
"Indoor Cycling","2018-07-24 16:20","2018-07-24 16:40","0:20:04",,"140.0936129955513","158",,,"171.997","232.65800000000002",,,,
"Elliptical","2018-07-23 20:55","2018-07-23 21:10","0:15:26",,"75.58185055216552","82.17553196900278",,,"163.94100000000003","218.47700000000003",,,"23.888888888888914","67"
"Elliptical","2018-07-22 17:55","2018-07-22 18:16","0:20:12",,"162.53557512079138","177",,,"233.03600000000003","294.66600000000005",,,"23.888888888888914","63"
"Elliptical","2018-07-21 10:12","2018-07-21 10:33","0:20:32",,"152.4071042841475","173",,,"217.75599999999986","281.8609999999999",,,"17.77777777777783","73"
"Elliptical","2018-07-19 20:54","2018-07-19 21:14","0:20:03",,"155.5626436806632","172",,,"210.50600000000003","271.8",,,"18.888888888888914","48"
"Elliptical","2018-07-18 17:46","2018-07-18 18:07","0:20:03",,"162.47815986738462","179",,,"226.47100000000015","289.3650000000001",,,"22.222222222222285","52"
"Elliptical","2018-07-17 18:38","2018-07-17 18:58","0:20:15",,"162.72647408152886","183",,,"226.29399999999993","287.53899999999993",,,"19.444444444444457","52"
"Elliptical","2018-07-16 17:13","2018-07-16 17:33","0:20:16",,"155.65328038509645","176",,,"213.18200000000007","276.7360000000001",,,"20.000000000000057","72"
"Elliptical","2018-07-14 14:17","2018-07-14 14:37","0:20:01",,"167.78128133346593","179",,,"235.381","297.734",,,"23.888888888888914","47"
"Elliptical","2018-07-12 18:11","2018-07-12 18:31","0:20:01",,"164.56044280102608","180",,,"226.83399999999992","289.96399999999994",,,"22.77777777777783","57"
"Elliptical","2018-07-10 17:10","2018-07-10 17:31","0:20:56",,"120.28008886644801","135.95971455380797",,,"156.209","219.579",,,"23.888888888888914","35"
"Elliptical","2018-07-09 16:59","2018-07-09 17:19","0:20:03",,"152.13739521379952","166.09968102073364",,,"225.89099999999996","287.94499999999994",,,"23.888888888888914","52"
"Elliptical","2018-07-08 18:33","2018-07-08 18:48","0:15:01",,"155.93420922279708","161.84920649452815",,,"169.4","222.805",,,"27.222222222222285","41"
"Elliptical","2018-07-05 17:58","2018-07-05 18:19","0:20:19",,"165.13386224323094","179",,,"233.45999999999987","294.9909999999999",,,"23.888888888888914","51"
"Elliptical","2018-07-04 18:22","2018-07-04 18:42","0:20:19",,"158.82352773791652","167.57022870805952",,,"237.612","300.446",,,"27.222222222222285","37"
"Elliptical","2018-07-01 19:12","2018-07-01 19:32","0:20:01",,"158.18733322185986","169.06070297289963",,,"233.49899999999997","295.263",,,"27.77777777777783","34"
"Elliptical","2018-06-30 22:43","2018-06-30 22:51","0:08:00",,"60.91881288986641","60.91881288986641",,,"49.13000000000001","83.872",,,"18.33333333333337","50"
"Elliptical","2018-06-30 15:50","2018-06-30 16:11","0:20:10",,"156.5177001843858","170.85289529194483",,,"226.21899999999988","288.7399999999999",,,"26.666666666666686","31"
"Indoor Walking","2018-06-29 20:21","2018-06-29 20:37","0:15:56","0.11440919791231863","111.48214834590927","113.18540919206235",,"0.4306615053168081","71.38300000000001","127.86099999999999",,,,
"Elliptical","2018-06-29 20:09","2018-06-29 20:19","0:10:01",,"153.99615826649102","165",,,"101.60499999999995","120.56599999999995",,,"26.111111111111143","41"
"Elliptical","2018-06-28 19:46","2018-06-28 20:06","0:20:00",,"163.02390228227637","181",,,"223.69500000000002","284.731",,,"27.222222222222285","28"
"Elliptical","2018-06-27 20:09","2018-06-27 20:30","0:20:00",,"148.6688759842632","161.57995187107983",,,"214.82099999999997","277.78799999999995",,,"25.000000000000057","37"
"Elliptical","2018-06-26 19:03","2018-06-26 19:23","0:20:09",,"161.11369224536264","176.0829419059932",,,"229.7229999999999","292.0559999999999",,,"29.444444444444457","30"
"Elliptical","2018-06-25 18:12","2018-06-25 18:32","0:20:17",,"161.80320370282527","172.99380809677635",,,"239.81400000000002","302.60200000000003",,,"26.666666666666686","37"
"Elliptical","2018-06-23 18:55","2018-06-23 19:15","0:20:06",,"158.16247662389458","169.28054634017963",,,"230.03199999999993","293.0519999999999",,,"18.33333333333337","45"
"Elliptical","2018-06-22 20:48","2018-06-22 20:53","0:05:01",,"142.62400691888138","142.62400691888138",,,"48.25400000000002","81.55400000000002",,,"16.111111111111143","52"
"Elliptical","2018-06-20 19:04","2018-06-20 19:24","0:20:01",,"158.69296581393198","171.61340208807357",,,"237.07299999999992","299.65899999999993",,,"15.000000000000057","53"
"Elliptical","2018-06-18 21:07","2018-06-18 21:23","0:15:04",,"165.45571254133907","175.75301197897556",,,"163.40300000000005","217.82500000000005",,,"17.77777777777783","78"
"Elliptical","2018-06-16 17:09","2018-06-16 17:30","0:20:25",,"154.87197721721049","173.8694888590925",,,"208.41000000000008","271.1200000000001",,,,
"Elliptical","2018-06-14 20:01","2018-06-14 20:21","0:20:13",,"165.6829530740233","180",,,"231.9680000000001","293.9830000000001",,,"16.666666666666686","56"
"Elliptical","2018-06-12 20:11","2018-06-12 20:31","0:20:00",,"157.35885952847556","168.72328560812423",,,"224.7990000000001","288.0940000000001",,,"17.222222222222285","66"
"Elliptical","2018-06-09 17:03","2018-06-09 17:23","0:20:02",,"162.63106971068936","173.93561193711813",,,"238.06300000000002","300.236",,,"20.000000000000057","55"
"Elliptical","2018-06-08 21:14","2018-06-08 21:34","0:20:12",,"155.8169589662391","168.64251242829664",,,"225.82700000000003","289.028",,,"15.5555555555556","81"
"Elliptical","2018-06-06 19:38","2018-06-06 19:48","0:10:00",,"152.96609324561646","152.96609324561646",,,"109.48400000000001","153.485",,,"20.000000000000057","56"
"Elliptical","2018-06-04 19:46","2018-06-04 20:07","0:20:17",,"162.61268657682692","180",,,"223.64900000000006","286.42300000000006",,,"17.77777777777783","70"
"Elliptical","2018-06-01 16:47","2018-06-01 16:59","0:11:35",,"152.87407723655454","152.87407723655454",,,"130.65400000000002","176.13800000000003",,,"24.444444444444457","62"
"Elliptical","2018-05-31 20:57","2018-05-31 21:17","0:20:20",,"159.28510966050675","173.91883618762262",,,"231.84300000000002","294.62",,,"20.000000000000057","75"
"Elliptical","2018-05-30 20:32","2018-05-30 20:53","0:21:17",,"146.8341004955737","166.10313022662353",,,"256.134","318.656",,,"15.000000000000057","97"
"Elliptical","2018-05-29 19:26","2018-05-29 19:36","0:10:06",,"165.00971459845556","175",,,"114.76300000000009","158.08900000000008",,,"19.444444444444457","68"
"Elliptical","2018-05-28 19:16","2018-05-28 19:30","0:13:57",,"168.4074832392148","181.39959022647042",,,"170.313","221.992",,,"23.888888888888914","55"
"Elliptical","2018-05-26 11:44","2018-05-26 12:05","0:20:09",,"156.25580531911785","181",,,"187.53800000000004","248.39600000000004",,,"17.222222222222285","65"
"Elliptical","2018-05-23 20:01","2018-05-23 20:14","0:12:59",,"146.32488852779977","161.04699876919545",,,"146.73400000000007","195.90700000000007",,,"18.888888888888914","57"
"Elliptical","2018-05-21 18:11","2018-05-21 18:31","0:20:09",,"163.47877342526476","184",,,"214.46799999999996","277.21399999999994",,,"18.888888888888914","73"
"Elliptical","2018-05-20 18:36","2018-05-20 18:56","0:20:04",,"168.32047434526274","184",,,"233.90500000000006","295.79100000000005",,,"21.666666666666686","45"
"Elliptical","2018-05-17 19:24","2018-05-17 19:34","0:10:02",,"145.16578187231943","145.16578187231943",,,"101.55899999999988","144.77099999999987",,,"13.888888888888914","51"
"Elliptical","2018-05-16 18:21","2018-05-16 18:41","0:20:10",,"154.5508086795657","169.7290676171181",,,"220.95899999999997","283.344",,,"12.777777777777828","52"
"Elliptical","2018-05-15 18:21","2018-05-15 18:41","0:20:07",,"153.86903965751083","169.19665554070923",,,"222.37699999999995","287.57499999999993",,,"17.77777777777783","58"
"Elliptical","2018-05-12 18:31","2018-05-12 18:51","0:20:14",,"167.37905278627412","184",,,"223.60399999999998","287.87699999999995",,,"13.888888888888914","63"
"Elliptical","2018-05-09 18:13","2018-05-09 18:33","0:20:12",,"155.05348628576567","171.0131173074981",,,"223.59499999999997","285.86299999999994",,,"11.666666666666686","75"
"Elliptical","2018-05-08 19:21","2018-05-08 19:41","0:20:02",,"167.32573484497405","185",,,"226.70600000000007","289.1770000000001",,,"12.777777777777828","88"
"Elliptical","2018-05-07 16:13","2018-05-07 16:34","0:20:11",,"156.72304779811884","177",,,"198.646","262.04499999999996",,,"25.5555555555556","36"
"Elliptical","2018-05-03 19:10","2018-05-03 19:22","0:12:12",,"140.16909073264367","144.77818147993577",,,"119.18199999999993","167.73099999999994",,,"11.111111111111143","61"
"Elliptical","2018-05-02 18:45","2018-05-02 19:08","0:23:28",,"151.2656466972633","173.01785682496583",,,"264.38500000000005","332.403",,,"10.000000000000057","61"
"Elliptical","2018-05-01 18:13","2018-05-01 18:33","0:20:12",,"158.1272485426947","174.8571430019819",,,"221.07600000000016","283.7080000000002",,,"11.111111111111143","56"
"Elliptical","2018-04-30 18:33","2018-04-30 18:53","0:20:39",,"159.9964337022273","164.93404206620892",,,"243.81600000000014","305.33100000000013",,,"10.5555555555556","40"
"Elliptical","2018-04-26 19:12","2018-04-26 19:32","0:20:05",,"158.43915583904166","178",,,"207.81300000000005","268.47900000000004",,,"9.444444444444457","68"
"Elliptical","2018-04-25 18:27","2018-04-25 18:47","0:20:00",,"160.1039852339387","178",,,"210.323","272.54",,,"10.5555555555556","65"
"Elliptical","2018-04-24 17:40","2018-04-24 18:00","0:20:01",,"153.84676863891926","167.59111114501957",,,"233.73900000000017","295.7160000000002",,,"9.444444444444457","94"
"Elliptical","2018-04-23 18:42","2018-04-23 19:03","0:20:14",,"161.88790867990807","180",,,"211.085","274.11",,,"10.5555555555556","88"
"Elliptical","2018-04-20 09:24","2018-04-20 09:44","0:20:13",,"166.81323330218197","184",,,"212.24800000000008","276.6880000000001",,,"11.111111111111143","85"
"Elliptical","2018-04-18 18:19","2018-04-18 18:40","0:20:25",,"159.5067307730086","179",,,"212.92400000000006","275.6410000000001",,,"21.111111111111143","51"
"Elliptical","2018-04-17 19:33","2018-04-17 19:53","0:20:14",,"163.2554784694007","185",,,"214.05299999999994","276.54499999999996",,,"13.333333333333371","85"
"Elliptical","2018-04-16 17:49","2018-04-16 18:10","0:20:08",,"157.00256556976674","177",,,"212.05599999999993","275.1259999999999",,,"13.333333333333371","54"
"Elliptical","2018-04-12 19:09","2018-04-12 19:29","0:20:13",,"153.81326762506077","170.73971127482602",,,"202.7660000000002","264.9050000000002",,,"5.5555555555556","91"
"Elliptical","2018-04-11 18:37","2018-04-11 19:03","0:26:07",,"140.997791238409","158.78438967862496",,,"252.26199999999997","326.101",,,"6.666666666666686","95"
"Elliptical","2018-04-10 19:15","2018-04-10 19:35","0:20:08",,"159.56203550960427","169.13295851575302",,,"215.29200000000006","279.03800000000007",,,"7.777777777777828","91"
"Elliptical","2018-04-09 18:28","2018-04-09 18:48","0:20:05",,"115.26652265655326","123.13429342222605",,,"148.3359999999999","209.87999999999988",,,"10.5555555555556","74"
"Elliptical","2018-04-08 17:33","2018-04-08 17:53","0:20:05",,"155.78486918120393","171.4180601751525",,,"211.99799999999996","274.371",,,"11.666666666666686","64"
"Elliptical","2018-04-05 18:13","2018-04-05 18:33","0:20:12",,"158.0792370854067","168.96336970980414",,,"215.87300000000005","278.36",,,"10.000000000000057","44"
"Elliptical","2018-04-04 18:35","2018-04-04 18:55","0:20:14",,"167.751244439459","185",,,"213.777","277.052",,,"8.888888888888914","90"
"Elliptical","2018-04-03 19:15","2018-04-03 19:36","0:20:11",,"169.88108799392137","186",,,"229.43699999999995","293.323",,,"8.333333333333371","79"
"Elliptical","2018-03-29 19:41","2018-03-29 20:01","0:20:18",,"160.31803172461247","173.77173919074622",,,"219.638","281.96000000000004",,,"5.5555555555556","81"
"Elliptical","2018-03-28 18:25","2018-03-28 18:46","0:20:15",,"156.5044477802605","169.4956367050963",,,"216.59600000000003","277.471",,,"5.5555555555556","74"
"Elliptical","2018-03-27 19:21","2018-03-27 19:42","0:20:16",,"155.58466400847058","169.28524584086662",,,"216.52500000000003","278.74800000000005",,,"7.222222222222285","82"
"Elliptical","2018-03-23 14:14","2018-03-23 14:36","0:22:48",,"144.73913885688341","162.97574339674108",,,"257.917","324.118",,,"8.333333333333371","70"
"Elliptical","2018-03-22 18:36","2018-03-22 18:57","0:20:19",,"156.57446261898002","171.45965951972198",,,"220.62","281.17",,,"6.666666666666686","69"
"Elliptical","2018-03-21 18:48","2018-03-21 19:08","0:20:17",,"145.41137745194902","148.447106807488",,,"218.42499999999995","280.409",,,"6.111111111111143","74"
"Elliptical","2018-03-20 15:35","2018-03-20 15:55","0:20:14",,"143.3754610032262","150",,,"208.76299999999998","271.443",,,"7.222222222222285","60"
"Elliptical","2018-03-19 18:28","2018-03-19 18:48","0:20:13",,"149.81197068043224","166.97113128529125",,,"198.9330000000001","260.6550000000001",,,"2.7777777777778283","63"
"Elliptical","2018-03-18 14:18","2018-03-18 14:38","0:20:12",,"147.8118165619537","160.76619476441917",,,"211.67600000000004","274.047",,,"0.00000000000005684341886080802","65"
"Elliptical","2018-03-15 13:16","2018-03-15 13:36","0:20:20",,"161.5055594773618","176",,,"229.62800000000004","290.807",,,"8.333333333333371","86"
"Elliptical","2018-03-14 18:20","2018-03-14 18:34","0:14:43",,"148.46030354726284","148.46030354726284",,,"148.11","200.37400000000002",,,"10.000000000000057","65"
"Elliptical","2018-03-13 18:44","2018-03-13 19:05","0:20:16",,"164.86685130961243","188",,,"230.34300000000007","293.85300000000007",,,"6.111111111111143","67"
"Elliptical","2018-03-12 19:04","2018-03-12 19:24","0:20:09",,"149.86449879684352","152.43737131858995",,,"214.51100000000002","278.711",,,"5.5555555555556","89"
"Elliptical","2018-03-09 10:09","2018-03-09 10:29","0:20:04",,"145.55492574280836","152.85904133573493",,,"219.05599999999998","280.714",,,"5.000000000000057","85"
"Elliptical","2018-03-08 18:22","2018-03-08 18:43","0:20:13",,"110.91508046287197","126.33975702560454",,,"193.17299999999983","256.59499999999986",,,"4.444444444444457","88"
"Elliptical","2018-03-07 18:21","2018-03-07 18:31","0:10:00",,"155.4822504749523","155.4822504749523",,,"103.70300000000005","147.49500000000006",,,"5.000000000000057","69"
"Elliptical","2018-03-06 18:31","2018-03-06 18:53","0:22:42",,"165.00127210558676","176",,,"256.29200000000003","322.85",,,"5.000000000000057","81"
"Elliptical","2018-03-05 13:24","2018-03-05 13:45","0:20:12",,"159.79646742232322","170.5407490667267",,,"220.0040000000002","282.67100000000016",,,"7.222222222222285","84"
"Elliptical","2018-03-04 17:59","2018-03-04 18:19","0:20:12",,"124.84581649866342","140.09919040695377",,,"169.867","233.37099999999998",,,"3.3333333333333712","93"
"Elliptical","2018-03-02 15:50","2018-03-02 16:00","0:10:09",,"88.29096158721306","97.58192317442612",,,"61.807999999999964","107.26399999999997",,,"-0.5555555555555429","67"
"Elliptical","2018-02-28 19:19","2018-02-28 19:39","0:20:00",,"142.35477405849878","153.9626163470782",,,"187.236","250.60899999999998",,,"-4.999999999999943","87"
"Elliptical","2018-02-27 18:04","2018-02-27 18:25","0:20:09",,"133.57173973475548","142",,,"173.22499999999974","236.42199999999974",,,"-2.2222222222221717","87"
"Elliptical","2018-02-26 18:43","2018-02-26 19:03","0:20:07",,"158.97318786844755","168.88716811545257",,,"226.5519999999999","290.1979999999999",,,"-1.1111111111110858","68"
"Elliptical","2018-02-25 10:38","2018-02-25 10:59","0:20:11",,"154.6171941575242","163",,,"221.76400000000004","285.85800000000006",,,"2.2222222222222854","64"
"Indoor Walking","2018-02-24 20:25","2018-02-24 20:47","0:21:50","0.11144419991970063","67.59105278559964","71.00966252664547",,"0.306144963534494","42.302","105.30099999999999",,,,
"Elliptical","2018-02-23 12:43","2018-02-23 13:04","0:20:13",,"141.9260662904423","159.7841284494998",,,"211.26","274.005",,,"3.888888888888914","67"
"Elliptical","2018-02-22 13:13","2018-02-22 13:33","0:20:11",,"146.5189496877024","152",,,"196.23999999999998","259.969",,,"4.444444444444457","58"
"Elliptical","2018-02-21 18:19","2018-02-21 18:31","0:11:56",,"146.5959379449491","146.5959379449491",,,"120.03399999999996","167.29199999999997",,,"4.444444444444457","75"
"Elliptical","2018-02-20 11:46","2018-02-20 12:06","0:20:02",,"155.4301323553627","166.69392930235068",,,"217.05099999999993","279.06999999999994",,,"8.333333333333371","66"
"Elliptical","2018-02-19 13:16","2018-02-19 13:36","0:20:01",,"159.47893026048118","176",,,"214.09699999999992","276.4269999999999",,,"9.444444444444457","97"
"Elliptical","2018-02-18 10:43","2018-02-18 11:03","0:20:06",,"152.03696751855114","152.07748624906958",,,"203.12099999999987","264.87199999999984",,,"5.5555555555556","94"
"Elliptical","2018-02-16 19:14","2018-02-16 19:34","0:20:00",,"151.91056344724785","161.5032680237215",,,"184.03000000000003","248.33400000000003",,,"5.5555555555556","74"
"Elliptical","2018-02-15 18:27","2018-02-15 18:37","0:10:00",,"149.4154217230696","165",,,"88.06700000000001","131.806",,,"3.888888888888914","65"
"Elliptical","2018-02-14 19:23","2018-02-14 19:43","0:20:00",,"158.47606497181232","162.57623657089715",,,"207.8929999999999","270.4299999999999",,,"5.000000000000057","95"
"Elliptical","2018-02-13 19:07","2018-02-13 19:27","0:20:06",,"158.7152239558833","173.88777781168625",,,"228.17600000000004","291.57200000000006",,,"0.5555555555555998","86"
"Elliptical","2018-02-11 10:39","2018-02-11 10:59","0:20:01",,"162.0853807519136","176.0988909991083",,,"217.6469999999999","279.6329999999999",,,"2.2222222222222854","84"
"Elliptical","2018-02-09 19:23","2018-02-09 19:43","0:19:59",,"157.28453034665063","166.72120652556205",,,"211.78399999999988","274.5069999999999",,,"2.2222222222222854","82"
"Elliptical","2018-02-08 17:29","2018-02-08 17:49","0:20:00",,"123.27980274759283","123.27980274759283",,,"179.17200000000005","241.77300000000005",,,"6.666666666666686","96"
"Elliptical","2018-02-07 10:15","2018-02-07 10:35","0:20:00",,"160.7711907887029","171.68552412645587",,,"221.98199999999989","284.4779999999999",,,"-1.6666666666666288","80"
"Elliptical","2018-02-06 18:20","2018-02-06 18:42","0:22:34",,"125.67024008396454","152",,,"186.02000000000015","253.10800000000017",,,"1.1111111111111427","86"
"Elliptical","2018-02-05 19:48","2018-02-05 20:08","0:20:01",,"153.69229907331263","172.25092248117625",,,"187.661","250.875",,,"0.5555555555555998","74"
"Elliptical","2018-02-04 10:49","2018-02-04 11:09","0:20:00",,"154.44047701267095","170",,,"206.0570000000003","269.1480000000003",,,"3.3333333333333712","80"
"Indoor Walking","2018-02-03 09:08","2018-02-03 09:33","0:24:52","0.1154200000000128","83.28676868453219","84.90762387010257",,"0.27842351685149325","69.09599999999999","137.91699999999997",,,,
"Elliptical","2018-02-02 17:07","2018-02-02 17:27","0:20:00",,"153.30774386431287","160.51010101010104",,,"201.605","264.236",,,"3.888888888888914","72"
"Elliptical","2018-02-01 19:00","2018-02-01 19:21","0:20:27",,"150.73750762963752","158.98036651963724",,,"219.91399999999985","283.0529999999999",,,"4.444444444444457","70"
"Elliptical","2018-01-31 18:55","2018-01-31 19:21","0:26:23",,"147.39847269224913","153.88770362585188",,,"259.23500000000024","331.1350000000002",,,"3.3333333333333712","89"
"Indoor Walking","2018-01-30 18:20","2018-01-30 18:45","0:24:15","1.4576004596497805","116.2386559803167","126.22430582288678","0:16:38","3.6043956367726437","134.17399999999998","205.49899999999997",,,,
"Indoor Walking","2018-01-29 19:56","2018-01-29 20:16","0:19:58","1.3666728739425598","143.74805789612537","154.77586188234537","0:14:37","4.104202507267949","174.586","236.97500000000002",,,,
"Indoor Walking","2018-01-26 19:27","2018-01-26 19:39","0:11:38","0.7268588835786505","145.0700691738558","150","0:16:01","3.7445488840851278","101.34899999999998","148.63199999999998",,,,
"Indoor Walking","2018-01-25 18:44","2018-01-25 19:03","0:18:33","1.4680185609146137","141.36840075189033","153","0:12:38","4.747603333978178","152.8439999999999","211.66899999999993",,,,
"Indoor Walking","2018-01-24 18:48","2018-01-24 19:08","0:19:09","1.0750675897212059","141.7604129418551","146.86529722170195","0:17:49","3.367526948529747","126.88799999999995","186.62899999999996",,,,
"Indoor Walking","2018-01-22 18:24","2018-01-22 18:31","0:07:29","0.3825868880963826","159.98409284196083","164","0:19:34","3.065014697892796","69.26900000000003","108.06600000000003",,,,
"Indoor Cycling","2018-01-19 16:25","2018-01-19 16:35","0:09:39",,"156.87045603282394","169",,,"92.52799999999996","136.20099999999996",,,,
"Elliptical","2017-11-23 19:33","2017-11-23 19:43","0:10:05",,"172.59069406544978","184",,,"115.81999999999994","158.35699999999994",,,"4.444444444444457","89"
"Elliptical","2017-11-22 19:20","2017-11-22 19:35","0:14:57",,"176.80012529091042","189",,,"168.84799999999984","218.47499999999985",,,"13.333333333333371","90"
"Elliptical","2017-11-09 20:29","2017-11-09 20:39","0:09:15",,"186.47196335063234","191",,,"102.09600000000002","143.62300000000005",,,"6.111111111111143","87"
"Elliptical","2017-11-02 20:09","2017-11-02 20:11","0:01:53",,"172.5","195",,,"19.073000000000008","46.888000000000005",,,"8.333333333333371","79"
"Elliptical","2017-11-02 19:58","2017-11-02 20:08","0:10:40",,"139.207021303492","139.207021303492",,,"88.83699999999992","107.88899999999992",,,"8.888888888888914","80"
"Elliptical","2017-10-30 19:52","2017-10-30 20:01","0:09:20",,"116.02838521917822","116.02838521917822",,,"75.10600000000001","117.17300000000003",,,"7.222222222222285","80"
"Indoor Walking","2017-10-24 20:23","2017-10-24 20:38","0:15:18","0.8273713387346215","161.1038846987919","163.07945007082856","0:18:29","3.243465409277596","149.5750000000001","200.51900000000012",,,,
"Indoor Cycling","2017-10-17 19:30","2017-10-17 19:37","0:07:34",,"151.39793722593325","151.39793722593325",,,"77.80600000000001","117.09000000000002",,,,
"Elliptical","2017-10-16 19:44","2017-10-16 19:54","0:10:18",,"126.45563263636227","156.91126527272453",,,"107.54500000000007","151.28900000000007",,,"15.000000000000057","57"
"Indoor Cycling","2017-10-08 16:03","2017-10-08 16:13","0:09:16",,"149.7379383477384","149.7379383477384",,,"91.15699999999998","133.515",,,,
"Elliptical","2017-10-02 19:54","2017-10-02 20:10","0:16:21",,"170.59180707190234","180.97962435061658",,,"177.23399999999992","230.64199999999994",,,"11.666666666666686","83"
